Utilization Type,State,Labeler Code,Product Code,Package Size,Year,Quarter,Product Name,Suppression Used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed,Quarter Begin,Quarter Begin Date,Latitude,Longitude,Location,NDC
FFSU,ND,68180,0984,30,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,46.9048,-110.3261,POINT (-110.3261 46.9048),68180098430
MCOU,NJ,00093,7445,01,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),00093744501
FFSU,OR,00173,0695,00,2019,3,ADVAIR DIS,true,,,,,,7/1,07/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),00173069500
FFSU,TX,60505,0830,01,2019,3,MOMETASONE,false,"1,054",60,"3,385.09","3,316.59",68.5,7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),60505083001
FFSU,IL,69097,0321,87,2019,3,BUDESONIDE,false,"1,978",22,"6,012.26","4,159.21","1,853.05",7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),69097032187
MCOU,GA,00591,3797,60,2019,3,ALBUTEROL,false,"24,933.614",114,"1,091.51","1,091.51",0,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00591379760
MCOU,XX,00186,0370,28,2019,3,SYMBICORT,false,"10,198.32","1,677","391,183.74","389,165.26","2,018.48",7/1,07/01/2019,,,,00186037028
FFSU,XX,67405,0300,15,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,,,,67405030015
FFSU,CT,60687,0395,83,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,39.0646,-105.3272,POINT (-105.3272 39.0646),60687039583
FFSU,KY,00713,0635,37,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),00713063537
MCOU,MD,60505,0830,01,2019,3,MOMETASONE,false,"3,910",230,"21,925.88","21,886.06",39.82,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),60505083001
FFSU,ID,00487,9601,01,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,42.0046,-93.214,POINT (-93.214 42.0046),00487960101
FFSU,CT,00487,9501,25,2019,3,ALBUTEROL,false,"239,351.399","2,192","25,564.76","24,446.65","1,118.11",7/1,07/01/2019,39.0646,-105.3272,POINT (-105.3272 39.0646),00487950125
FFSU,RI,65162,0891,29,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,44.5672,-122.1269,POINT (-122.1269 44.5672),65162089129
FFSU,FL,00173,0697,00,2019,3,ADVAIR DIS,false,"5,580",93,"46,674.56","45,453.12","1,221.44",7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00173069700
FFSU,LA,00173,0696,00,2019,3,ADVAIR DIS,false,"12,480",208,"77,023.34","73,089.47","3,933.87",7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00173069600
MCOU,NE,68682,0309,30,2019,3,Budesonide,true,,,,,,7/1,07/01/2019,35.6411,-79.8431,POINT (-79.8431 35.6411),68682030930
FFSU,XX,00115,1470,52,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,,,,00115147052
FFSU,VA,00186,0370,20,2019,3,SYMBICORT,false,"1,285.2",126,"42,963.3","42,081.35",881.95,7/1,07/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00186037020
FFSU,XX,69238,1345,01,2019,3,ALBUTEROL,false,"4,840",55,"14,915.3","14,833.9",81.4,7/1,07/01/2019,,,,69238134501
MCOU,MD,00186,0370,28,2019,3,SYMBICORT,true,,,,,,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00186037028
MCOU,MD,00173,0600,02,2019,3,FLOVENT 50,false,"4,920",78,"14,267.33","14,189.33",78,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00173060002
MCOU,MS,00186,0370,20,2019,3,SYMBICORT,false,"26,581.2","2,546","892,518.6","885,912.6","6,606",7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00186037020
MCOU,NH,00173,0720,20,2019,3,FLOVENT HF,false,"3,240",255,"101,915.95","101,915.95",0,7/1,07/01/2019,47.5362,-99.793,POINT (-99.793 47.5362),00173072020
FFSU,AZ,00173,0719,20,2019,3,FLOVENT HF,true,,,,,,7/1,07/01/2019,14.2417,-170.7197,POINT (-170.7197 14.2417),00173071920
MCOU,IL,76204,0200,25,2019,3,ALBUTEROL,false,"680,288.4","5,860","71,085.88","71,084.5",1.38,7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),76204020025
FFSU,OR,63402,0510,01,2019,3,XOPENEX HF,true,,,,,,7/1,07/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),63402051001
FFSU,XX,00173,0695,04,2019,3,ADVAIR 100,false,771,56,"6,435.95","6,330.53",105.42,7/1,07/01/2019,,,,00173069504
MCOU,ND,00173,0682,20,2019,3,VENTOLIN H,false,"5,130",283,"19,321.88","17,833.88","1,488",7/1,07/01/2019,46.9048,-110.3261,POINT (-110.3261 46.9048),00173068220
MCOU,GA,69097,0319,87,2019,3,BUDESONIDE,false,"39,510",449,"52,304.21","51,829.05",475.16,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),69097031987
MCOU,ND,00487,9904,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,46.9048,-110.3261,POINT (-110.3261 46.9048),00487990401
MCOU,WA,00487,9501,25,2019,3,ALBUTEROL,false,"252,990","2,002","15,368.26","15,323.41",44.85,7/1,07/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),00487950125
FFSU,NV,68462,0225,55,2019,3,Mometasone,true,,,,,,7/1,07/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),68462022555
MCOU,FL,00173,0715,20,2019,3,ADVAIR HFA,false,"13,620","1,135","348,038.89","344,409.14","3,629.75",7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00173071520
MCOU,ND,76204,0200,30,2019,3,ALBUTEROL,false,"4,860",31,530.56,530.56,0,7/1,07/01/2019,46.9048,-110.3261,POINT (-110.3261 46.9048),76204020030
MCOU,NH,76204,0200,60,2019,3,ALBUTEROL,false,"17,280",74,932.18,932.18,0,7/1,07/01/2019,47.5362,-99.793,POINT (-99.793 47.5362),76204020060
FFSU,SC,00173,0882,10,2019,3,BREO ELLIP,false,"4,200",70,"24,438.18","24,438.18",0,7/1,07/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00173088210
FFSU,NH,60505,0830,01,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,47.5362,-99.793,POINT (-99.793 47.5362),60505083001
MCOU,NY,00378,8270,55,2019,3,ALBUTEROL,false,"21,783",132,767.19,767.19,0,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00378827055
MCOU,KS,63402,0510,01,2019,3,XOPENEX HF,true,,,,,,7/1,07/01/2019,39.8647,-86.2604,POINT (-86.2604 39.8647),63402051001
FFSU,OR,00378,7155,01,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),00378715501
MCOU,NH,00574,9855,10,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,47.5362,-99.793,POINT (-99.793 47.5362),00574985510
MCOU,IA,00472,0825,16,2019,3,ALBUTEROL,false,"3,563.5",14,106.21,106.21,0,7/1,07/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),00472082516
MCOU,FL,00173,0602,00,2019,3,FLOVENT DI,true,,,,,,7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00173060200
FFSU,CA,45802,0119,37,2019,3,MOMETASONE,false,405,15,243.45,212.87,30.58,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),45802011937
FFSU,FL,00591,3768,30,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00591376830
MCOU,KS,68462,0225,55,2019,3,Mometasone,true,,,,,,7/1,07/01/2019,39.8647,-86.2604,POINT (-86.2604 39.8647),68462022555
FFSU,FL,63402,0510,01,2019,3,XOPENEX HF,true,,,,,,7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),63402051001
MCOU,UT,16714,0829,01,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,44.2853,-99.4632,POINT (-99.4632 44.2853),16714082901
FFSU,AR,00487,9501,60,2019,3,ALBUTEROL,false,"320,314.058","1,167","22,110.41","17,408.09","4,702.32",7/1,07/01/2019,34.9513,-92.3809,POINT (-92.3809 34.9513),00487950160
FFSU,KY,68682,0309,30,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),68682030930
FFSU,IN,76204,0200,30,2019,3,ALBUTEROL,false,"61,904.4",237,"7,524.32","1,378.81","6,145.51",7/1,07/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),76204020030
MCOU,IL,00173,0882,10,2019,3,BREO ELLIP,false,"29,732",474,"174,868.02","172,926.99","1,941.03",7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00173088210
MCOU,NH,00378,6992,52,2019,3,ALBUTEROL,false,"9,150",84,"2,220.19","2,220.19",0,7/1,07/01/2019,47.5362,-99.793,POINT (-99.793 47.5362),00378699252
FFSU,PA,00173,0696,00,2019,3,ADVAIR DIS,false,"14,716",246,"94,167.98","76,319.9","17,848.08",7/1,07/01/2019,35.5376,-96.9247,POINT (-96.9247 35.5376),00173069600
FFSU,NM,00487,0301,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,43.4108,-71.5653,POINT (-71.5653 43.4108),00487030101
FFSU,WI,69238,1345,01,2019,3,Albuterol,true,,,,,,7/1,07/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),69238134501
MCOU,FL,00472,0825,16,2019,3,ALBUTEROL,false,"32,583",268,"1,335.21","1,335.21",0,7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00472082516
MCOU,TX,00168,0271,46,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),00168027146
FFSU,GA,17478,0174,24,2019,3,XOPENEX,true,,,,,,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),17478017424
FFSU,WY,00487,9701,30,2019,3,Budesonide,false,"10,560",89,"2,351.51","2,351.51",0,7/1,07/01/2019,44.0407,-72.7093,POINT (-72.7093 44.0407),00487970130
FFSU,IL,00378,8270,55,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00378827055
MCOU,OH,59310,0304,80,2019,3,QVAR BA IN,false,"35,351.8","3,304","782,340.88","775,851.67","6,489.21",7/1,07/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),59310030480
FFSU,PA,00487,0301,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,35.5376,-96.9247,POINT (-96.9247 35.5376),00487030101
FFSU,RI,76204,0200,25,2019,3,ALBUTEROL,false,"3,144.6",33,284.02,282.56,1.46,7/1,07/01/2019,44.5672,-122.1269,POINT (-122.1269 44.5672),76204020025
MCOU,WI,00173,0882,10,2019,3,BREO ELLIP,false,"1,620",27,0,0,0,7/1,07/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),00173088210
FFSU,OH,17478,0174,24,2019,3,Xopenex 1.,true,,,,,,7/1,07/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),17478017424
FFSU,CA,64980,0443,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),64980044301
MCOU,NY,00093,6816,45,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00093681645
FFSU,NY,59310,0304,80,2019,3,QVAR REDIH,false,"2,427",220,"53,937.63","39,186.38","14,751.25",7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),59310030480
FFSU,MO,00254,1007,52,2019,3,ALBUTEROL,false,254.6,30,"1,385.81",426.05,959.76,7/1,07/01/2019,45.7326,-93.9196,POINT (-93.9196 45.7326),00254100752
MCOU,HI,64980,0443,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,32.9866,-83.6487,POINT (-83.6487 32.9866),64980044301
FFSU,AK,00487,0301,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,61.385,-152.2683,POINT (-152.2683 61.385),00487030101
MCOU,MI,00713,0727,15,2019,3,MOMETASONE,false,"1,185",39,405.87,405.87,0,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00713072715
FFSU,NC,00591,2510,30,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,32.7673,-89.6812,POINT (-89.6812 32.7673),00591251030
FFSU,VA,69097,0318,87,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),69097031887
FFSU,TN,00591,3768,30,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,41.6772,-71.5101,POINT (-71.5101 41.6772),00591376830
MCOU,WV,76204,0200,30,2019,3,ALBUTEROL,false,93.976,26,3.48,3.48,0,7/1,07/01/2019,18.0001,-64.8199,POINT (-64.8199 18.0001),76204020030
FFSU,OH,45802,0257,42,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),45802025742
FFSU,NC,24208,0347,20,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,32.7673,-89.6812,POINT (-89.6812 32.7673),24208034720
MCOU,HI,59310,0204,12,2019,3,QVAR 80 MC,true,,,,,,7/1,07/01/2019,32.9866,-83.6487,POINT (-83.6487 32.9866),59310020412
FFSU,WY,00487,0301,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,44.0407,-72.7093,POINT (-72.7093 44.0407),00487030101
MCOU,CA,00093,6816,73,2019,3,BUDESONIDE,false,"238,567","2,377","412,068.07","411,142.22",925.85,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00093681673
MCOU,CO,00173,0602,02,2019,3,FLOVENT DI,true,,,,,,7/1,07/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),00173060202
MCOU,PA,50383,0740,16,2019,3,ALBUTEROL,false,"8,693.03",42,411.53,403.2,8.33,7/1,07/01/2019,35.5376,-96.9247,POINT (-96.9247 35.5376),50383074016
FFSU,ID,00472,0825,16,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,42.0046,-93.214,POINT (-93.214 42.0046),00472082516
MCOU,GA,45802,0257,35,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),45802025735
FFSU,AZ,00487,0301,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,14.2417,-170.7197,POINT (-170.7197 14.2417),00487030101
FFSU,GA,00487,9904,25,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00487990425
FFSU,OH,00487,9501,01,2019,3,ALBUTEROL,false,"8,879.353",62,742.55,742.55,0,7/1,07/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),00487950101
FFSU,MO,00093,6815,19,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,45.7326,-93.9196,POINT (-93.9196 45.7326),00093681519
FFSU,DE,00713,0726,37,2019,3,Mometasone,true,,,,,,7/1,07/01/2019,38.8964,-77.0262,POINT (-77.0262 38.8964),00713072637
MCOU,AZ,00173,0602,02,2019,3,FLOVENT DI,false,"1,080",16,"2,872.56","2,398.67",473.89,7/1,07/01/2019,14.2417,-170.7197,POINT (-170.7197 14.2417),00173060202
MCOU,LA,00536,1112,48,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00536111248
FFSU,AR,00487,9904,25,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,34.9513,-92.3809,POINT (-92.3809 34.9513),00487990425
MCOU,NE,59310,0302,40,2019,3,QVAR BA IN,true,,,,,,7/1,07/01/2019,35.6411,-79.8431,POINT (-79.8431 35.6411),59310030240
FFSU,DC,00173,0682,24,2019,3,VENTOLIN H,true,,,,,,7/1,07/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),00173068224
MCOU,WV,00487,9501,60,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,18.0001,-64.8199,POINT (-64.8199 18.0001),00487950160
FFSU,AK,00713,0727,15,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,61.385,-152.2683,POINT (-152.2683 61.385),00713072715
MCOU,NV,00713,0634,15,2019,3,MOMETASONE,false,"1,860",71,879.22,879.22,0,7/1,07/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),00713063415
MCOU,SC,00781,7517,87,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00781751787
MCOU,GA,00173,0695,00,2019,3,ADVAIR DIS,true,,,,,,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00173069500
MCOU,OH,45802,0119,42,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),45802011942
MCOU,MI,45802,0257,35,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),45802025735
FFSU,ID,00781,7515,87,2019,3,BUDESONIDE,false,"1,740",12,856.14,856.14,0,7/1,07/01/2019,42.0046,-93.214,POINT (-93.214 42.0046),00781751587
FFSU,MN,00713,0727,37,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),00713072737
MCOU,NJ,67405,0100,15,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),67405010015
FFSU,NV,00591,3797,30,2019,3,ALBUTEROL,false,"37,800",137,"2,891.47","2,891.47",0,7/1,07/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),00591379730
MCOU,NE,00093,6816,73,2019,3,BUDESONIDE,false,"2,520",30,"2,165.68","2,165.68",0,7/1,07/01/2019,35.6411,-79.8431,POINT (-79.8431 35.6411),00093681673
MCOU,AR,00378,6992,52,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,34.9513,-92.3809,POINT (-92.3809 34.9513),00378699252
FFSU,CO,00173,0601,02,2019,3,FLOVENT DI,false,"10,800",145,"44,786","44,601.79",184.21,7/1,07/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),00173060102
MCOU,AR,00713,0726,15,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,34.9513,-92.3809,POINT (-92.3809 34.9513),00713072615
FFSU,MS,69097,0319,87,2019,3,BUDESONIDE,false,"12,000",103,"12,559.46","12,137.51",421.95,7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),69097031987
FFSU,UT,00186,0372,28,2019,3,Symbicort,true,,,,,,7/1,07/01/2019,44.2853,-99.4632,POINT (-99.4632 44.2853),00186037228
MCOU,XX,00781,6355,87,2019,3,MOMETASONE,false,"55,726","3,231","342,362.07","334,806.21","7,555.86",7/1,07/01/2019,,,,00781635587
MCOU,LA,68382,0720,01,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),68382072001
FFSU,AR,68462,0192,17,2019,3,MOMETASONE,false,855,57,"1,032.21","1,032.21",0,7/1,07/01/2019,34.9513,-92.3809,POINT (-92.3809 34.9513),68462019217
FFSU,VT,00781,7517,87,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,31.106,-97.6475,POINT (-97.6475 31.106),00781751787
MCOU,VA,00378,8270,93,2019,3,ALBUTEROL,false,"19,119.155",171,"2,525.47","2,519.52",5.95,7/1,07/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00378827093
FFSU,NC,50383,0741,20,2019,3,ALBUTEROL,false,"6,001.6",175,"11,920.67","11,411.42",509.25,7/1,07/01/2019,32.7673,-89.6812,POINT (-89.6812 32.7673),50383074120
FFSU,VA,00378,6992,52,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00378699252
MCOU,GA,00115,1470,46,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00115147046
FFSU,RI,00173,0695,04,2019,3,ADVAIR DIS,true,,,,,,7/1,07/01/2019,44.5672,-122.1269,POINT (-122.1269 44.5672),00173069504
MCOU,OR,53489,0176,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),53489017601
FFSU,MI,00378,8270,55,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00378827055
MCOU,CA,00487,9601,30,2019,3,BUDESONIDE,false,"6,360",77,"10,982.8","10,982.8",0,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00487960130
FFSU,MN,76204,0200,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),76204020001
FFSU,WY,00173,0716,22,2019,3,ADVAIR HFA,true,,,,,,7/1,07/01/2019,44.0407,-72.7093,POINT (-72.7093 44.0407),00173071622
FFSU,IL,68382,0720,01,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),68382072001
FFSU,MN,63402,0510,01,2019,3,XOPENEX HF,false,255,14,"1,110.85",901.86,208.99,7/1,07/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),63402051001
MCOU,HI,00713,0726,15,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,32.9866,-83.6487,POINT (-83.6487 32.9866),00713072615
